text_length,total_filters,title_chars,file_size,object_count,stream_count,endstream_count,metadata_size,valid_pdf_header,entropy_of_streams,label
1,9,15,18169,22,18,9,158,1,5.03054578,1
94,4,44,10694,31,8,4,163,1,5.45026546,1
0,0,0,9156,0,0,0,0,0,0.0,1
5283,8,7,15017,20,18,9,126,1,5.369654825,1
1,0,44,15299,16,4,2,214,1,4.534125394,1
6977,8,55,66609,97,18,9,270,1,6.729612455,0
118950,75,56,159265,762,152,76,302,1,6.918416318,0
10130,3,11,4556,13,6,3,275,1,6.734238562,1
821,3,12,22571,12,6,3,198,1,5.32712013,0
29581,18,73,65543,62,38,19,318,1,6.668916085,0
0,0,0,15925,0,0,0,0,0,0.0,1
0,0,0,9686,0,0,0,0,0,0.0,1
1,0,44,14621,16,4,2,214,1,4.659945875,1
2448,1,12,7093,14,2,1,181,1,7.065320755,0
109079,43,31,258215,272,88,44,276,1,6.942440703,0
9788,46,33,69098,273,94,47,426,1,5.941539481,0
7699,76,23,184712,1148,218,109,443,1,5.361786075,0
0,0,0,77472,0,0,0,0,0,0.0,1
1,0,44,30135,16,4,2,214,1,4.388328121,1
5283,8,7,15093,20,18,9,126,1,5.369625023,1
0,0,0,8371,0,0,0,0,0,0.0,1
100,1,11,1557,11,2,1,284,1,5.801086732,0
192,5,44,2048000,20,12,6,215,1,5.772918244,1
0,0,0,15136,0,0,0,0,0,0.0,1
1803,24,8,111517,233,50,25,403,1,6.106668795,0
18137,11,12,30698,45,22,11,87,1,6.980547359,0
9678,7,28,33251,37,16,8,237,1,6.389393491,0
910,19,21,71681,279,40,20,234,1,6.543281753,0
71,2,44,10105,16,4,2,214,1,7.115795945,1
0,0,0,9642,0,0,0,0,0,0.0,1
26769,29,21,155444,157,60,30,247,1,6.630814635,0
0,0,0,8195,0,0,0,0,0,0.0,1
27034,43,19,128137,687,94,47,481,1,6.011917721,0
5283,8,7,15093,20,18,9,126,1,5.369671871,1
0,0,0,232199,0,0,0,0,0,0.0,1
0,0,0,9365,0,0,0,0,0,0.0,1
0,0,0,17136,0,0,0,0,0,0.0,1
0,0,0,8588,0,0,0,0,0,0.0,1
0,0,0,17513,0,0,0,0,0,0.0,1
0,0,0,8291,0,0,0,0,0,0.0,1
1565,16,10,90798,31,36,18,173,1,6.114312861,0
1236,3,35,11027,19,8,4,242,1,5.43301139,0
1332,24,13,98783,39,52,26,173,1,5.534843636,0
5545,9,7,13190,20,18,9,126,1,5.543428882,1
4533,35,16,61653,234,72,36,83,1,6.04867449,0
15195,12,56,34818,37,26,13,263,1,6.562186059,0
21155,16,28,33268,64,34,17,237,1,6.667652568,0
18987,23,28,60119,423,50,25,321,1,6.32656458,0
1420,2,12,79585,21,4,2,135,1,5.847016359,0
52206,23,29,52039,81,48,24,234,1,6.755656934,0
4972,23,11,25803,47,48,24,204,1,6.072199537,0
94,4,44,10694,31,8,4,163,1,5.461922282,1
9992,10,11,20567,89,22,11,246,1,6.106409422,0
0,0,0,77284,0,0,0,0,0,0.0,1
36301,43,72,690223,215,92,46,267,1,6.420055463,0
0,0,0,12874,0,0,0,0,0,0.0,1
94,4,44,10693,31,8,4,163,1,5.425285735,1
5283,8,7,14981,20,18,9,126,1,5.37032701,1
1504,17,7,110576,113,36,18,352,1,6.134025842,0
0,0,0,9800,0,0,0,0,0,0.0,1
0,0,0,8195,0,0,0,0,0,0.0,1
0,0,0,9373,0,0,0,0,0,0.0,1
7637,9,56,20201,96,20,10,424,1,6.051973705,0
0,0,0,8013,0,0,0,0,0,0.0,1
0,0,0,9586,0,0,0,0,0,0.0,1
19712,9,29,25911,38,20,10,234,1,6.4265106,0
0,0,0,8070,0,0,0,0,0,0.0,1
0,0,0,12969,0,0,0,0,0,0.0,1
1261,3,10,30087,12,6,3,198,1,5.25635602,0
5283,8,7,15041,20,18,9,126,1,5.369806708,1
1167,3,10,19453,12,6,3,160,1,5.23539485,0
0,0,0,9497,0,0,0,0,0,0.0,1
1249,2,12,77407,21,4,2,135,1,5.873879703,0
0,0,0,8196,0,0,0,0,0,0.0,1
0,0,0,8372,0,0,0,0,0,0.0,1
0,0,0,17229,0,0,0,0,0,0.0,1
16090,43,32,403056,28325,270,135,410,1,4.321945548,0
1518,17,21,126597,302,36,18,410,1,6.175238765,0
28240,15,29,34320,62,32,16,237,1,6.669085523,0
0,0,0,15876,0,0,0,0,0,0.0,1
1371,21,9,48841,111,44,22,402,1,6.034152114,0
9888,42,24,137327,605,162,81,457,1,5.113064467,0
2111,10,24,43708,94,44,22,311,1,3.895046965,0
19911,52,11,332428,2093,108,54,417,1,6.794586561,0
1306,13,12,90787,28,30,15,173,1,5.484161179,0
0,0,0,4146,0,0,0,0,0,0.0,1
0,0,0,12211,0,0,0,0,0,0.0,1
53105,33,28,66565,123,68,34,237,1,6.81409804,0
3736,42,14,72641,381,90,45,350,1,5.767671756,0
0,0,0,1446,0,0,0,0,0,0.0,1
1455,50,25,362810,62,102,51,386,1,6.019070516,0
1,0,44,7392,15,4,2,208,1,4.470681824,1
11794,63,26,83535,591,198,99,431,1,4.946127156,0
455,2,81,11887,31,8,4,226,1,5.304574996,0
14798,5,36,8620,18,10,5,82,1,6.94231132,1
13406,36,109,150058,54,72,36,274,1,6.864045484,0
8724,9,57,84923,43,18,9,259,1,7.094279165,0
0,0,0,1973,0,0,0,0,0,0.0,1
0,0,0,9686,0,0,0,0,0,0.0,1
20078,25,80,72188,885,52,26,560,1,6.627690357,0
0,0,0,16311,0,0,0,0,0,0.0,1
4397,59,33,105875,1524,140,70,308,1,5.726242638,0
0,0,0,18172,0,0,0,0,0,0.0,1
13095,9,29,20801,38,20,10,234,1,6.422094301,0
0,0,0,2717,0,0,0,0,0,0.0,1
0,0,0,9674,0,0,0,0,0,0.0,1
1049,3,12,22952,12,6,3,198,1,5.397894952,0
5945,4,8,31432,21,8,4,218,1,7.149169853,0
0,0,0,564001,0,0,0,0,0,0.0,1
0,0,0,8024,0,0,0,0,0,0.0,1
0,0,0,15860,0,0,0,0,0,0.0,1
16463,65,24,155422,722,190,95,279,1,5.247654624,0
1373,16,17,82875,31,36,18,173,1,5.585249167,0
0,0,0,15205,0,0,0,0,0,0.0,1
0,0,0,15837,0,0,0,0,0,0.0,1
9931,10,11,67831,123,22,11,199,1,6.724945774,0
0,0,0,19070,0,0,0,0,0,0.0,1
0,0,0,7671,0,0,0,0,0,0.0,1
0,0,0,94486,0,0,0,0,0,0.0,1
4811,5,16,39586,53,12,6,242,1,6.409496855,0
52543,58,68,148010,1128,120,60,396,1,6.12831345,0
404616,211,16,552217,740,464,232,278,1,6.528885228,0
0,0,0,9801,0,0,0,0,0,0.0,1
0,0,0,9650,0,0,0,0,0,0.0,1
7580,34,16,131206,752,74,37,350,1,5.751854709,0
0,0,0,2897,0,0,0,0,0,0.0,1
71,2,44,10230,16,4,2,214,1,7.120619014,1
0,0,0,17330,0,0,0,0,0,0.0,1
0,0,0,8222,0,0,0,0,0,0.0,1
1391,2,10,77892,21,4,2,135,1,5.859788598,0
1,0,0,95065,9,4,2,0,1,3.934220158,1
0,0,0,3812,0,0,0,0,0,0.0,1
3853,9,11,62380,85,20,10,209,1,6.756166665,0
6338,16,13,135306,84,30,15,194,1,5.847784079,0
0,0,0,8315,0,0,0,0,0,0.0,1
0,0,0,16260,0,0,0,0,0,0.0,1
0,0,0,16839,0,0,0,0,0,0.0,1
1,0,44,7560,15,4,2,208,1,4.47091232,1
5283,8,7,15093,20,18,9,126,1,5.369647079,1
53041,41,26,204694,334,84,42,258,1,6.688552624,0
166575,149,31,346839,313,302,151,341,1,6.263455514,0
4279,64,35,181811,157,134,67,329,1,6.245774235,0
6216,24,35,239185,69,50,25,320,1,6.752078211,0
0,0,0,9846,0,0,0,0,0,0.0,1
1102,9,46,94695,33,20,10,262,1,6.247783036,0
14027,10,30,21342,43,22,11,235,1,6.45991766,0
5283,8,7,15019,20,18,9,126,1,5.369860838,1
0,0,0,77365,0,0,0,0,0,0.0,1
0,0,0,8280,0,0,0,0,0,0.0,1
19112,133,16,225483,3168,410,205,322,1,5.093015368,0
13384,19,58,51077,660,40,20,494,1,6.422427097,0
16380,22,11,38677,50,48,24,314,1,5.676486595,0
1,1,0,10053,70,2,1,0,1,7.125881438,1
4524,7,8,48632,32,16,8,218,1,6.854682765,0
0,0,0,9455,0,0,0,0,0,0.0,1
8587,50,16,74490,340,106,53,317,1,5.890165076,0
0,0,0,9621,0,0,0,0,0,0.0,1
0,0,0,8191,0,0,0,0,0,0.0,1
0,0,0,8125,0,0,0,0,0,0.0,1
0,0,0,9640,0,0,0,0,0,0.0,1
0,0,0,7901,0,0,0,0,0,0.0,1
19355,12,30,16313,45,26,13,240,1,6.533859204,0
1090,2,12,67336,21,4,2,135,1,5.791952634,0
3114,31,16,50490,194,64,32,83,1,6.026686182,0
1289,2,16,80970,21,4,2,135,1,5.857700257,0
1622,35,36,182572,186,74,37,453,1,5.79466623,0
0,0,0,15620,0,0,0,0,0,0.0,1
126213,67,21,307251,556,136,68,257,1,6.45002091,0
91646,56,28,145267,181,114,57,235,1,6.880535178,0
9277,20,54,93532,82,42,21,353,1,6.471814575,0
0,0,0,9552,0,0,0,0,0,0.0,1
244068,45,10,172526,165,90,45,224,1,7.041557596,0
0,0,0,15643,0,0,0,0,0,0.0,1
228,2,81,11475,31,8,4,226,1,5.29802528,0
1,0,0,133006,9,4,2,0,1,2.827771358,1
21441,14,25,50422,203,32,16,318,1,6.036104871,0
0,0,0,8119,0,0,0,0,0,0.0,1
1,0,44,14731,16,4,2,214,1,4.644433771,1
5283,8,7,14965,20,18,9,126,1,5.370455979,1
1205,3,11,29598,12,6,3,198,1,5.315902346,0
6971,6,28,13659,29,14,7,233,1,6.152847598,0
2315,19,24,35514,161,68,34,431,1,4.952891452,0
10174,12,58,38749,498,26,13,351,1,6.347738725,0
26286,11,12,36887,54,22,11,189,1,6.953901884,0
8316,33,26,79701,224,98,49,418,1,5.341165732,0
1432,14,11,94172,39,40,20,173,1,6.089751916,0
96178,37,60,93066,101,76,38,321,1,6.865044796,0
0,0,0,12262,0,0,0,0,0,0.0,1
16183,56,22,77011,454,184,92,369,1,4.228624946,0
0,0,0,10071,0,0,0,0,0,0.0,1
4,4,11,6584,9,8,4,326,1,6.444990009,0
0,0,0,9270,0,0,0,0,0,0.0,1
5283,8,7,14959,20,18,9,126,1,5.370317928,1
221,51,44,56005,69,102,51,214,1,6.255207126,1
0,0,0,9520,0,0,0,0,0,0.0,1
1389,2,12,89290,21,4,2,135,1,5.874994537,0
68406,57,11,169902,131,116,58,163,1,6.702936257,0
520,1,44,8401,10,2,1,54,1,6.56287281,1
0,0,0,12492,0,0,0,0,0,0.0,1
0,0,0,9592,0,0,0,0,0,0.0,1
8601,45,18,58257,456,104,52,343,1,5.815000033,0
8128,9,11,129215,46,20,10,172,1,6.50136798,0
0,0,0,9645,0,0,0,0,0,0.0,1
6366,28,31,361605,829,70,35,333,1,5.435751341,0
1669,28,22,157440,168,58,29,373,1,5.959230314,0
0,0,0,12313,0,0,0,0,0,0.0,1
0,0,0,9637,0,0,0,0,0,0.0,1
1493,16,12,104325,31,36,18,173,1,5.576764906,0
29010,12,8,62864,45,24,12,270,1,6.914433414,0
1202,2,12,75699,21,4,2,135,1,5.847644236,0
10421,14,24,341670,44,28,14,121,1,6.833845008,0
6640,10,23,24814,82,22,11,269,1,6.22148211,0
0,0,0,8149,0,0,0,0,0,0.0,1
1392,14,17,81686,29,32,16,173,1,5.975456993,0
5283,8,7,15089,20,18,9,126,1,5.369562726,1
1002,3,12,17482,13,8,4,188,1,5.199503803,0
14142,54,14,160138,876,138,69,300,1,5.948641164,0
0,0,0,14696,0,0,0,0,0,0.0,1
0,0,0,9533,0,0,0,0,0,0.0,1
0,0,0,13636,0,0,0,0,0,0.0,1
0,0,0,15868,0,0,0,0,0,0.0,1
1478,12,12,87697,27,28,14,173,1,5.575032214,0
0,0,0,12555,0,0,0,0,0,0.0,1
1470,25,13,251634,256,52,26,369,1,5.79705853,0
117598,80,10,184229,267,162,81,215,1,7.014778023,0
5283,8,7,14957,20,18,9,126,1,5.370366905,1
5283,8,7,14959,20,18,9,126,1,5.370456615,1
242630,38,17,92216,124,88,44,221,1,5.937655051,0
11129,10,23,27047,35,22,11,299,1,6.43816635,0
0,0,0,9743,0,0,0,0,0,0.0,1
5401,51,14,90673,463,140,70,438,1,5.301929125,0
20456,145,26,327400,5067,516,258,382,1,5.530015747,0
5283,8,7,15089,20,18,9,126,1,5.369682457,1
0,0,0,15503,0,0,0,0,0,0.0,1
0,0,0,8258,0,0,0,0,0,0.0,1
650,6,35,132499,37,12,6,186,1,6.692744667,0
5283,8,7,15019,20,18,9,126,1,5.369948488,1
14648,66,17,124878,934,166,83,324,1,5.534595156,0
0,0,0,15348,0,0,0,0,0,0.0,1
5283,8,7,15095,20,18,9,126,1,5.369641456,1
1107,2,11,70515,21,4,2,135,1,5.88056119,0
0,0,0,16057,0,0,0,0,0,0.0,1
17461,74,19,171743,3235,280,140,328,1,4.893298546,0
885,3,10,20913,12,6,3,160,1,5.301984566,0
26779,48,26,292353,429,96,48,382,1,6.131120799,0
1744,23,8,119082,91,48,24,300,1,6.466236237,0
0,0,0,8338,0,0,0,0,0,0.0,1
3800,37,45,132571,251,76,38,419,1,6.406581319,0
4289,7,95,16405,69,16,8,341,1,5.802029434,0
6953,76,19,118941,1048,246,123,344,1,4.988956669,0
136674,142,53,281886,510,294,147,325,1,6.588597947,0
0,0,0,9885,0,0,0,0,0,0.0,1
1196,2,11,81065,21,4,2,145,1,5.862580607,0
0,0,0,2007,0,0,0,0,0,0.0,1
5283,8,7,14917,20,18,9,126,1,5.370728188,1
0,0,0,9743,0,0,0,0,0,0.0,1
0,0,0,11440,0,0,0,0,0,0.0,1
0,0,0,8290,0,0,0,0,0,0.0,1
221,51,68,56013,69,102,51,214,1,6.253703718,1
0,0,0,1432,0,0,0,0,0,0.0,1
14746,5,62,9138,19,10,5,173,1,6.940247567,1
1277,10,11,69741,25,24,12,173,1,5.605096301,0
1,0,44,15061,16,4,2,214,1,4.653307626,1
5237,7,56,15550,70,16,8,300,1,5.817970885,0
2155,21,24,73685,226,64,32,386,1,5.310301039,0
3950,5,56,22779,23,12,6,402,1,5.992324573,0
6949,4,8,33610,21,8,4,218,1,7.135954644,0
321,52,46,236590,125,170,85,161,1,4.346580849,0
1,2,0,6044,14,4,2,0,1,6.522629835,1
16401,53,14,162923,945,112,56,321,1,6.250353636,0
1766,2,12,91602,21,4,2,145,1,5.877031617,0
78649,36,39,132179,118,72,36,264,1,7.004094212,0
1370,14,15,92808,29,32,16,173,1,5.794244318,0
1,0,44,17700,15,4,2,208,1,3.282963722,1
0,0,0,11975,0,0,0,0,0,0.0,1
2105,13,11,19837,34,28,14,204,1,5.653187807,0
0,0,0,9500,0,0,0,0,0,0.0,1
0,0,0,8217,0,0,0,0,0,0.0,1
1685,25,11,157158,136,52,26,572,1,6.015734922,0
3585,29,30,352979,60,72,36,299,1,6.287509381,0
5744,18,47,203713,350,38,19,343,1,6.304052837,0
0,0,0,12044,0,0,0,0,0,0.0,1
1255,2,12,77479,21,4,2,135,1,5.860960052,0
28373,49,29,86465,676,132,66,359,1,5.409466265,0
0,0,0,2049,0,0,0,0,0,0.0,1
1033,55,44,138185,73,110,55,214,1,6.394191513,1
0,0,0,17661,0,0,0,0,0,0.0,1
1361,15,11,72843,30,34,17,173,1,5.456392027,0
14467,101,26,155718,2233,326,163,312,1,5.176574088,0
0,0,0,8185,0,0,0,0,0,0.0,1
0,0,0,15160,0,0,0,0,0,0.0,1
0,0,0,9658,0,0,0,0,0,0.0,1
4596,16,23,77727,439,184,92,381,1,3.783703942,0
7721,27,28,81566,444,82,41,489,1,4.998647689,0
0,0,0,17469,0,0,0,0,0,0.0,1
0,0,0,16630,0,0,0,0,0,0.0,1
0,0,0,14772,0,0,0,0,0,0.0,1
8453,65,27,102083,560,196,98,422,1,5.113271531,0
1511,6,49,14627,98,14,7,342,1,5.410851164,0
66129,26,37,188145,268,54,27,334,1,6.87819934,0
11083,84,32,143842,1849,238,119,425,1,5.303568766,0
16499,23,48,146192,117,48,24,351,1,6.737935288,0
1,0,44,17524,15,4,2,208,1,3.21526339,1
12718,81,14,153339,1956,224,112,411,1,5.363075886,0
5283,8,7,14983,20,18,9,126,1,5.370458187,1
0,0,0,9879,0,0,0,0,0,0.0,1
0,0,0,9680,0,0,0,0,0,0.0,1
7611,10,6,59962,93,22,11,218,1,6.709777644,0
0,0,0,8443,0,0,0,0,0,0.0,1
14509,73,33,126992,1025,196,98,401,1,5.33992601,0
23006,3,8,21496,32,6,3,218,1,7.11706333,0
123976,56,36,283981,300,114,57,281,1,6.887869107,0
81275,116,32,384786,3353,234,117,434,1,6.910328367,0
0,0,0,9528,0,0,0,0,0,0.0,1
1587,20,11,172808,137,42,21,173,1,6.177190758,0
5283,8,7,15095,20,18,9,126,1,5.369699781,1
297535,52,19,344584,252,112,56,194,1,6.605571238,0
2571,8,25,43955,81,32,16,296,1,3.984435787,0
71,2,44,10238,16,4,2,214,1,7.126665651,1
0,0,0,1966,0,0,0,0,0,0.0,1
0,0,0,16958,0,0,0,0,0,0.0,1
24393,31,53,91536,497,64,32,365,1,6.537457283,0
0,0,0,8351,0,0,0,0,0,0.0,1
1046,3,12,27382,12,6,3,198,1,5.456990962,0
0,0,0,9449,0,0,0,0,0,0.0,1
0,0,0,12227,0,0,0,0,0,0.0,1
116454,19,8,111421,70,38,19,218,1,7.092294773,0
5103,134,26,386762,906,624,312,309,1,4.090196354,0
1,0,44,15099,16,4,2,214,1,4.644862265,1
0,0,0,9275,0,0,0,0,0,0.0,1
0,0,0,9608,0,0,0,0,0,0.0,1
0,0,0,9584,0,0,0,0,0,0.0,1
0,0,0,17128,0,0,0,0,0,0.0,1
14721,15,6,114167,465,32,16,216,1,6.845876689,0
8533,9,8,20487,100,20,10,254,1,6.02227971,0
1248,5,12,26701,18,12,6,188,1,5.394877909,0
3865,12,25,74869,27,26,13,172,1,6.430379764,0
3283,76,48,156004,138,188,94,261,1,4.421644539,0
9237,8,29,17331,37,18,9,236,1,6.301573589,0
0,0,0,8357,0,0,0,0,0,0.0,1
0,0,0,5262,0,0,0,0,0,0.0,1
2688,11,50,13675,44,24,12,346,1,5.974581769,0
0,0,0,12103,0,0,0,0,0,0.0,1
1597,16,13,90082,34,38,19,173,1,5.788124246,0
1241,24,14,93301,39,52,26,173,1,5.66845771,0
23788,17,28,32999,68,36,18,235,1,6.682822277,0
0,0,0,8245,0,0,0,0,0,0.0,1
22990,18,56,42875,143,38,19,300,1,6.554295145,0
1,1,44,270728,28,16,8,179,1,4.462624733,1
0,0,0,5147,0,0,0,0,0,0.0,1
0,0,0,16569,0,0,0,0,0,0.0,1
1201,2,12,66745,21,4,2,135,1,5.833125813,0
5283,8,7,15177,20,18,9,126,1,5.369029987,1
5283,8,7,14963,20,18,9,126,1,5.370289275,1
1314,3,12,38607,12,6,3,198,1,5.409941436,0
0,0,0,15467,0,0,0,0,0,0.0,1
1212,3,52,39949,12,6,3,198,1,5.314614709,0
15551,13,8,29407,132,28,14,379,1,6.357385662,0
0,0,0,8158,0,0,0,0,0,0.0,1
11928,22,53,47341,407,46,23,479,1,6.475456905,0
0,0,0,15948,0,0,0,0,0,0.0,1
5283,8,7,15093,20,18,9,126,1,5.369588889,1
0,0,0,9155,0,0,0,0,0,0.0,1
5283,8,7,15093,20,18,9,126,1,5.36961898,1
1,1,0,9530,70,2,1,0,1,7.156959977,1
5283,8,7,15091,20,18,9,126,1,5.369645615,1
2357,6,28,43258,25,14,7,238,1,6.555709118,0
0,0,0,8403,0,0,0,0,0,0.0,1
0,0,0,8252,0,0,0,0,0,0.0,1
1526,17,8,142310,114,36,18,351,1,5.983907912,0
0,0,0,16824,0,0,0,0,0,0.0,1
0,0,0,9712,0,0,0,0,0,0.0,1
0,0,0,8128,0,0,0,0,0,0.0,1
3844,5,58,13983,71,12,6,350,1,5.463724787,0
0,0,0,15450,0,0,0,0,0,0.0,1
6875,8,12,30854,26,16,8,289,1,6.594698094,1
0,0,0,2001,0,0,0,0,0,0.0,1
0,0,0,15962,0,0,0,0,0,0.0,1
0,0,0,15498,0,0,0,0,0,0.0,1
0,0,0,9397,0,0,0,0,0,0.0,1
1,1,0,10235,70,2,1,0,1,7.151330596,1
59671,33,36,372569,537,68,34,296,1,6.681111108,0
5283,8,7,14955,20,18,9,126,1,5.370414031,1
0,0,0,9822,0,0,0,0,0,0.0,1
12898,75,32,135871,1360,204,102,350,1,5.297535443,0
13873,17,13,205710,76,32,16,194,1,5.978351631,0
1359,2,11,79993,21,4,2,135,1,5.867368224,0
1367,3,12,32906,12,6,3,198,1,5.324578989,0
5283,8,7,15093,20,18,9,126,1,5.36965796,1
5283,8,7,14991,20,18,9,126,1,5.37016532,1
404,11,29,16578,121,26,13,392,1,5.218452496,0
5283,8,7,14961,20,18,9,126,1,5.370446448,1
0,0,0,9847,0,0,0,0,0,0.0,1
1141,3,12,21727,13,8,4,188,1,5.317354479,0
0,0,0,15244,0,0,0,0,0,0.0,1
1,10,44,268333,35,28,14,179,1,5.263156864,1
0,0,0,12353,0,0,0,0,0,0.0,1
1210,2,11,74930,21,4,2,135,1,5.861468477,0
0,0,0,37775,0,0,0,0,0,0.0,1
0,0,0,232190,0,0,0,0,0,0.0,1
0,0,0,2000,0,0,0,0,0,0.0,1
0,0,0,15948,0,0,0,0,0,0.0,1
6668,48,27,96282,913,174,87,412,1,4.86958934,0
9606,25,25,121837,109,52,26,281,1,6.564088449,0
1442,2,12,83453,21,4,2,135,1,5.850559625,0
0,0,0,9589,0,0,0,0,0,0.0,1
1206,3,12,25747,12,6,3,198,1,5.392309086,0
0,0,0,77772,0,0,0,0,0,0.0,1
6737,10,16,39794,30,20,10,290,1,6.845069535,1
0,0,0,1456,0,0,0,0,0,0.0,1
0,0,0,9557,0,0,0,0,0,0.0,1
1342,2,12,76401,21,4,2,135,1,5.869580763,0
0,0,0,8199,0,0,0,0,0,0.0,1
0,0,0,16921,0,0,0,0,0,0.0,1
1376,10,14,77023,25,24,12,173,1,5.832563411,0
504,34,26,397838,92,74,37,185,1,5.782867577,0
0,0,0,7919,0,0,0,0,0,0.0,1
0,0,0,1985,0,0,0,0,0,0.0,1
1930,1,16,9384,10,2,1,233,1,6.816970107,1
1,2,44,4487,16,4,2,200,1,5.265667603,1
0,0,0,9575,0,0,0,0,0,0.0,1
10593,41,14,76561,503,98,49,388,1,5.785321863,0
64812,42,16,164541,138,86,43,204,1,6.870167416,0
3730,9,7,12104,20,18,9,126,1,5.527904688,1
1348,13,13,91192,28,30,15,173,1,5.709012408,0
3899,9,7,12101,20,18,9,126,1,5.534439292,1
0,0,0,2146,0,0,0,0,0,0.0,1
19927,14,56,39164,47,30,15,263,1,6.641634026,0
1083,3,12,30131,12,6,3,198,1,5.462858512,0
2995,9,12,10530,29,18,9,246,1,6.568761858,0
1470,18,34,88701,78,38,19,436,1,6.107941711,0
106283,13,8,126705,40,26,13,261,1,6.769363511,0
7347,71,15,92441,806,246,123,301,1,4.847522015,0
1,1,7,27360,10,2,1,182,1,0.0,1
1228,6,91,21230,147,16,8,441,1,4.905592462,0
12259,75,30,195376,723,320,160,463,1,4.913281475,0
1431,2,12,105917,21,4,2,135,1,5.914625381,0
0,0,0,8158,0,0,0,0,0,0.0,1
6867,8,56,55633,79,18,9,248,1,6.679780157,0
5283,8,7,15095,20,18,9,126,1,5.369638091,1
2050,9,11,74650,30,24,12,172,1,6.257704474,0
0,0,0,8374,0,0,0,0,0,0.0,1
0,0,0,9720,0,0,0,0,0,0.0,1
1,0,44,17695,15,4,2,208,1,3.214403212,1
43293,29,31,166776,187,60,30,298,1,6.684700644,0
10662,68,36,333055,248,138,69,128,1,6.602060249,0
13621,103,16,163421,2198,340,170,330,1,5.111009817,0
0,0,0,8149,0,0,0,0,0,0.0,1
2583,4,5,15739,23,10,5,260,1,5.844953196,0
0,0,0,10043,0,0,0,0,0,0.0,1
0,0,0,16925,0,0,0,0,0,0.0,1
5177,4,62,10631,22,10,5,399,1,5.816699086,0
1168,3,12,23474,12,6,3,198,1,5.449004712,0
1792,50,12,203322,2700,102,51,397,1,6.547926804,0
7922,13,83,39458,328,28,14,555,1,6.310784825,0
28777,56,29,108226,697,142,71,357,1,5.553629476,0
21253,17,6,102762,169,36,18,220,1,6.899882259,0
0,0,0,8382,0,0,0,0,0,0.0,1
1246,2,12,84116,21,4,2,135,1,5.860406589,0
1517,2,12,79866,21,4,2,135,1,5.875651311,0
0,0,0,9608,0,0,0,0,0,0.0,1
28848,15,6,37059,55,30,15,203,1,6.919389722,0
0,0,0,8267,0,0,0,0,0,0.0,1
1,2,44,18326,16,4,2,196,1,5.207088565,1
0,0,0,16998,0,0,0,0,0,0.0,1
1214,2,12,80663,21,4,2,135,1,5.856829523,0
17595,17,13,101279,152,36,18,305,1,5.914269293,0
5283,8,7,15041,20,18,9,126,1,5.369835899,1
10301,42,73,105530,87,88,44,284,1,5.949257104,0
0,0,0,8425,0,0,0,0,0,0.0,1
0,0,0,15611,0,0,0,0,0,0.0,1
91709,13,8,126536,40,26,13,270,1,6.78501905,0
356,13,10,32016,44,28,14,185,1,6.620240917,0
2264,16,1,70437,148,36,18,258,1,6.447392668,1
4355,59,6,130431,507,152,76,294,1,4.377974327,0
12745,7,3,30601,33,16,8,259,1,6.359855463,0
408,13,29,73898,60,28,14,166,1,5.797718894,0
0,0,0,11785,0,0,0,0,0,0.0,1
7408,6,29,14856,31,14,7,234,1,6.174856059,0
0,0,0,9150,0,0,0,0,0,0.0,1
17267,12,30,78945,43,26,13,240,1,6.868753857,0
0,0,0,8341,0,0,0,0,0,0.0,1
0,0,0,1981,0,0,0,0,0,0.0,1
1734,27,6,33695,199,58,29,294,1,5.519663402,0
238075,56,12,275604,191,112,56,126,1,6.96720281,0
0,0,0,9900,0,0,0,0,0,0.0,1
1,0,0,306137,9,4,2,0,1,3.971298216,1
25081,16,38,35062,53,34,17,360,1,6.7206553,0
13417,13,11,200540,58,28,14,172,1,6.696975115,0
1799,3,19,17336,14,6,3,101,1,6.895343679,0
0,0,0,4147,0,0,0,0,0,0.0,1
1632,2,13,77189,21,4,2,138,1,5.849646888,0
3557,43,30,61571,284,88,44,386,1,5.917567288,0
3097,6,20,14847,47,14,7,312,1,5.650040733,0
24874,23,6,61106,618,48,24,252,1,6.650036993,0
95669,13,8,126458,40,26,13,270,1,6.777245437,0
2913,16,48,75858,56,34,17,229,1,6.491816859,0
0,0,0,16355,0,0,0,0,0,0.0,1
0,0,0,9485,0,0,0,0,0,0.0,1
0,0,0,9811,0,0,0,0,0,0.0,1
4800,10,24,10913,35,20,10,245,1,6.501783803,0
0,0,0,9568,0,0,0,0,0,0.0,1
0,0,0,9758,0,0,0,0,0,0.0,1
1448,2,12,84348,21,4,2,135,1,5.873753773,0
20906,17,32,28554,81,34,17,233,1,6.745201087,0
1730,30,13,192407,145,62,31,385,1,5.899829184,0
1115,3,10,24922,12,6,3,198,1,5.101485795,0
0,0,0,9501,0,0,0,0,0,0.0,1
1363,23,14,199962,117,48,24,379,1,5.870464949,0
1085,2,10,71006,21,4,2,135,1,5.87855272,0
1,8,37,4849,79,18,9,211,1,4.032653521,1
1402,27,13,141191,132,56,28,367,1,5.908944052,0
0,0,0,8364,0,0,0,0,0,0.0,1
66629,21,15,77235,82,42,21,187,1,7.083249326,0
1,0,44,3597,15,4,2,214,1,4.616362016,1
0,0,0,9772,0,0,0,0,0,0.0,1
0,0,0,16731,0,0,0,0,0,0.0,1
0,0,0,8171,0,0,0,0,0,0.0,1
0,0,0,8024,0,0,0,0,0,0.0,1
